IP,Country,City,Organization,ISP,ASN,Ports,Vulnerabilities,OS,Source_Count,Sources
112.220.89.44,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
147.185.132.43,,,,,,,,,1,Malwares and Logs/access.log
112.185.250.123,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
47.236.189.80,,,,,,,,,1,Malwares and Logs/access.log
78.153.140.222,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.207.88,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.15,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.194,,,,,,,,,1,Malwares and Logs/access.log
5.119.167.140,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0031-0032.md
147.182.153.74,,,,,,,,,1,Malwares and Logs/access.log
159.203.97.191,,,,,,,,,1,Malwares and Logs/access.log
101.36.118.148,,,,,,,,,1,Malwares and Logs/access.log
162.158.134.119,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.202.150,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.71.32.76,,,,,,,,,1,Malwares and Logs/access.log
198.199.91.189,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
210.216.40.36,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
167.94.145.100,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.116,,,,,,,,,1,Malwares and Logs/access.log
43.153.86.78,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.94.232,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.84,,,,,,,,,1,Malwares and Logs/access.log
147.185.132.243,,,,,,,,,1,Malwares and Logs/access.log
222.107.107.178,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
54.91.10.24,,,,,,,,,1,Malwares and Logs/access.log
162.158.170.12,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
191.102.155.56,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.99.238.204,,,,,,,,,1,Malwares and Logs/access.log
162.158.48.248,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.217.84.147,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
35.91.22.133,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
39.184.0.221,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.122.204.179,,,,,,,,,1,Malwares and Logs/access.log
35.86.234.179,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
91.238.181.71,,,,,,,,,1,Malwares and Logs/access.log
80.210.18.229,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
209.38.210.255,,,,,,,,,1,Malwares and Logs/access.log
34.247.245.85,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.111.255,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
124.156.225.181,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.36.213.234,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
89.187.163.201,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.212.141.175,,,,,,,,,1,Malwares and Logs/access.log
162.158.87.86,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.111.170,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.163.0.99,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.84,,,,,,,,,1,Malwares and Logs/access.log
62.0.28.172,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
45.90.60.34,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
143.198.126.126,,,,,,,,,1,Malwares and Logs/access.log
8.9.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.48.142.109,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.196,,,,,,,,,1,Malwares and Logs/access.log
218.153.138.240,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
51.140.176.155,,,,,,,,,1,Malwares and Logs/access.log
123.207.198.35,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.220.250,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
157.230.159.101,,,,,,,,,1,Malwares and Logs/access.log
162.216.150.252,,,,,,,,,1,Malwares and Logs/access.log
218.147.24.11,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
3.137.183.229,,,,,,,,,1,Malwares and Logs/access.log
58.181.3.223,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
164.92.124.231,,,,,,,,,1,Malwares and Logs/access.log
5.135.238.149,,,,,,,,,1,Malwares and Logs/access.log
1.9.0.14,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.155.81,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.57,,,,,,,,,1,Malwares and Logs/access.log
185.195.232.156,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.216.149.127,,,,,,,,,1,Malwares and Logs/access.log
222.186.13.131,,,,,,,,,1,Malwares and Logs/access.log
210.216.32.202,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
44.243.90.86,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.63.126,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.58.159.222,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.248,,,,,,,,,1,Malwares and Logs/access.log
89.187.163.216,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.233.19.207,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.86,,,,,,,,,1,Malwares and Logs/access.log
195.112.221.132,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
45.156.128.41,,,,,,,,,1,Malwares and Logs/access.log
176.53.223.35,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
107.173.151.169,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
1.201.154.70,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
159.223.219.124,,,,,,,,,1,Malwares and Logs/access.log
83.96.120.39,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
170.187.142.40,,,,,,,,,1,Malwares and Logs/access.log
162.158.222.93,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
106.74.24.54,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
47.254.215.64,,,,,,,,,1,Malwares and Logs/access.log
111.7.96.177,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.108,,,,,,,,,1,Malwares and Logs/access.log
81.218.96.210,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0011-0012.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md
206.168.34.59,,,,,,,,,1,Malwares and Logs/access.log
45.227.254.119,,,,,,,,,1,Malwares and Logs/access.log
119.8.41.86,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.64,,,,,,,,,1,Malwares and Logs/access.log
176.53.218.82,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
100.29.183.188,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.61.229,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.60.3.204,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
156.226.7.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.250.169.50,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
205.210.31.36,,,,,,,,,1,Malwares and Logs/access.log
45.90.60.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.199,,,,,,,,,1,Malwares and Logs/access.log
147.78.47.161,,,,,,,,,1,Malwares and Logs/access.log
165.154.41.201,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.180,,,,,,,,,1,Malwares and Logs/access.log
45.90.63.104,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.94.115,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
107.173.151.44,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.182,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.49,,,,,,,,,1,Malwares and Logs/access.log
107.172.179.108,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.229,,,,,,,,,1,Malwares and Logs/access.log
183.207.45.117,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
79.172.137.12,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
123.58.213.118,,,,,,,,,1,Malwares and Logs/access.log
3.22.95.245,,,,,,,,,1,Malwares and Logs/access.log
27.122.133.42,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
182.69.178.138,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.57,,,,,,,,,1,Malwares and Logs/access.log
167.94.145.110,,,,,,,,,1,Malwares and Logs/access.log
210.122.139.171,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.86.202.75,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
193.118.52.30,,,,,,,,,1,Malwares and Logs/access.log
211.110.214.156,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.90.60.244,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.172.62,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
94.77.201.86,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/SA_Proxyshell_target.txt
147.185.132.147,,,,,,,,,1,Malwares and Logs/access.log
199.45.155.87,,,,,,,,,1,Malwares and Logs/access.log
111.7.96.152,,,,,,,,,1,Malwares and Logs/access.log
91.191.209.202,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.172,,,,,,,,,1,Malwares and Logs/access.log
167.248.133.52,,,,,,,,,1,Malwares and Logs/access.log
138.68.176.38,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.198.69.36,,,,,,,,,1,Malwares and Logs/access.log
45.90.61.42,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
146.190.30.203,,,,,,,,,1,Malwares and Logs/access.log
159.89.165.108,,,,,,,,,1,Malwares and Logs/access.log
176.53.217.196,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
141.101.76.165,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.46.70.231,,,,,,,,,1,Malwares and Logs/access.log
162.158.95.147,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.83.187,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.203,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.38,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.188,,,,,,,,,1,Malwares and Logs/access.log
128.14.237.130,,,,,,,,,1,Malwares and Logs/access.log
168.151.198.70,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.206.35,,,,,,,,,1,Malwares and Logs/access.log
18.170.33.23,,,,,,,,,1,Malwares and Logs/access.log
167.248.133.38,,,,,,,,,1,Malwares and Logs/access.log
5.160.70.10,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
34.60.52.154,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
217.160.202.182,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.124.86.148,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.221.206,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.35,,,,,,,,,1,Malwares and Logs/access.log
212.179.71.56,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
205.210.31.201,,,,,,,,,1,Malwares and Logs/access.log
104.131.170.50,,,,,,,,,1,Malwares and Logs/access.log
176.53.221.92,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.24,,,,,,,,,1,Malwares and Logs/access.log
34.76.133.13,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.94,,,,,,,,,1,Malwares and Logs/access.log
89.104.111.152,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.63.66,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
128.199.179.167,,,,,,,,,1,Malwares and Logs/access.log
159.65.112.27,,,,,,,,,1,Malwares and Logs/access.log
193.22.172.225,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
162.142.125.9,,,,,,,,,1,Malwares and Logs/access.log
43.158.217.180,,,,,,,,,1,Malwares and Logs/access.log
123.160.223.73,,,,,,,,,1,Malwares and Logs/access.log
45.90.62.151,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
101.36.123.67,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.18,,,,,,,,,1,Malwares and Logs/access.log
162.158.87.227,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.174,,,,,,,,,1,Malwares and Logs/access.log
146.70.50.18,,,,,,,,,1,Malwares and Logs/access.log
62.146.229.172,,,,,,,,,1,Malwares and Logs/access.log
162.216.150.207,,,,,,,,,1,Malwares and Logs/access.log
34.34.253.120,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.45.112.151,,,,,,,,,1,Malwares and Logs/access.log
49.50.63.100,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
198.235.24.186,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.233,,,,,,,,,1,Malwares and Logs/access.log
80.75.212.75,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.76,,,,,,,,,1,Malwares and Logs/access.log
104.248.229.202,,,,,,,,,1,Malwares and Logs/access.log
176.53.220.237,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.137.201.235,,,,,,,,,1,Malwares and Logs/access.log
89.104.100.37,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
161.35.236.78,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.62,,,,,,,,,1,Malwares and Logs/access.log
143.198.211.100,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.153.87.54,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
64.225.42.93,,,,,,,,,1,Malwares and Logs/access.log
162.158.172.2,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.63.59,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
135.148.8.105,,,,,,,,,1,Malwares and Logs/access.log
115.23.240.78,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
149.202.132.196,,,,,,,,,1,Malwares and Logs/access.log
122.179.196.187,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.176,,,,,,,,,1,Malwares and Logs/access.log
51.178.236.242,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.178,,,,,,,,,1,Malwares and Logs/access.log
89.104.110.143,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
156.146.36.197,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.86.19,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.19,,,,,,,,,1,Malwares and Logs/access.log
138.197.130.119,,,,,,,,,1,Malwares and Logs/access.log
176.53.218.174,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
47.250.143.127,,,,,,,,,1,Malwares and Logs/access.log
162.158.170.13,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.212.141.140,,,,,,,,,1,Malwares and Logs/access.log
162.158.111.240,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.169.39.1,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.133,,,,,,,,,1,Malwares and Logs/access.log
64.225.34.85,,,,,,,,,1,Malwares and Logs/access.log
162.158.94.230,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.60.127,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.218.67,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
3.138.114.0,,,,,,,,,1,Malwares and Logs/access.log
70.39.90.182,,,,,,,,,1,Malwares and Logs/access.log
152.32.170.70,,,,,,,,,1,Malwares and Logs/access.log
45.90.63.162,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
59.17.181.20,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
211.232.143.85,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.183.47,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.34,,,,,,,,,1,Malwares and Logs/access.log
152.32.252.211,,,,,,,,,1,Malwares and Logs/access.log
45.90.63.116,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.134.170.46,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.121,,,,,,,,,1,Malwares and Logs/access.log
137.74.239.145,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.37,,,,,,,,,1,Malwares and Logs/access.log
112.220.31.222,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
84.32.41.136,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.73,,,,,,,,,1,Malwares and Logs/access.log
176.53.218.134,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.60.171,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.222.206,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.62.187,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
107.173.151.251,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.79.51.190,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.146,,,,,,,,,1,Malwares and Logs/access.log
89.104.111.224,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
81.36.139.26,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
59.10.58.15,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
111.7.96.171,,,,,,,,,1,Malwares and Logs/access.log
8.221.137.163,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.217,,,,,,,,,1,Malwares and Logs/access.log
165.154.18.110,,,,,,,,,1,Malwares and Logs/access.log
150.109.16.20,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
37.209.248.252,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
31.220.41.61,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.143,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.145,,,,,,,,,1,Malwares and Logs/access.log
89.104.110.228,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
114.204.7.7,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
114.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.226,,,,,,,,,1,Malwares and Logs/access.log
141.101.76.5,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
14.215.163.132,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.17,,,,,,,,,1,Malwares and Logs/access.log
85.209.11.142,,,,,,,,,1,Malwares and Logs/access.log
45.90.60.128,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.155.107,,,,,,,,,1,Malwares and Logs/access.log
43.130.31.17,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
85.239.54.43,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0046-0050.md
195.3.223.52,,,,,,,,,1,Malwares and Logs/access.log
188.166.102.11,,,,,,,,,1,Malwares and Logs/access.log
47.236.144.154,,,,,,,,,1,Malwares and Logs/access.log
138.68.22.111,,,,,,,,,1,Malwares and Logs/access.log
45.90.62.192,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.42,,,,,,,,,1,Malwares and Logs/access.log
107.173.151.42,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.220.59,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
61.32.54.187,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
59.150.3.2,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
107.151.150.64,,,,,,,,,1,Malwares and Logs/access.log
13.228.167.97,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md
24.144.88.28,,,,,,,,,1,Malwares and Logs/access.log
162.158.86.133,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.146.57,,,,,,,,,1,Malwares and Logs/access.log
80.66.83.46,,,,,,,,,1,Malwares and Logs/access.log
222.100.148.16,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
159.223.19.172,,,,,,,,,1,Malwares and Logs/access.log
18.170.99.225,,,,,,,,,1,Malwares and Logs/access.log
81.200.156.80,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.220.82,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.78,,,,,,,,,1,Malwares and Logs/access.log
210.110.233.65,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
198.235.24.146,,,,,,,,,1,Malwares and Logs/access.log
131.202.14.152,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.145.51,,,,,,,,,1,Malwares and Logs/access.log
45.90.61.213,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
119.12.206.79,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.130.155,,,,,,,,,1,Malwares and Logs/access.log
